"","code","Time","CPI_score"
"1160","PHL",2016,35
"1161","THA",2016,35
"1162","TLS",2016,35
"1163","GAB",2016,35
"1164","NER",2016,35
"1165","GUY",2016,34
"1166","DZA",2016,34
"1167","EGY",2016,34
"1168","CIV",2016,34
"1169","ETH",2016,34
"1170","BOL",2016,33
"1171","VNM",2016,33
"1172","ARM",2016,33
"1173","PAK",2016,32
"1174","MLI",2016,32
"1175","TZA",2016,32
"1176","TGO",2016,32
"1177","DOM",2016,31
"1178","ECU",2016,31
"1179","MWI",2016,31
"1180","HND",2016,30
"1181","MEX",2016,30
"1182","PRY",2016,30
"1183","LAO",2016,30
"1184","AZE",2016,30
"1185","MDA",2016,30
"1186","DJI",2016,30
"1187","SLE",2016,30
"1188","NPL",2016,29
"1189","KAZ",2016,29
"1190","RUS",2016,29
"1191","UKR",2016,29
"1192","IRN",2016,29
"1193","GTM",2016,28
"1194","MMR",2016,28
"1195","PNG",2016,28
"1196","KGZ",2016,28
"1197","LBN",2016,28
"1198","NGA",2016,28
"1199","GIN",2016,27
"1200","MRT",2016,27
"1201","MOZ",2016,27
"1202","NIC",2016,26
"1203","BGD",2016,26
"1204","CMR",2016,26
"1205","GMB",2016,26
"1206","KEN",2016,26
"1207","MDG",2016,26
"1208","TJK",2016,25
"1209","UGA",2016,25
"1210","COM",2016,24
"1211","TKM",2016,22
"1212","ZWE",2016,22
"1213","KHM",2016,21
"1214","UZB",2016,21
"1215","COD",2016,21
"1216","HTI",2016,20
"1217","BDI",2016,20
"1218","CAF",2016,20
"1219","TCD",2016,20
"1220","COG",2016,20
"1221","AGO",2016,18
"1222","ERI",2016,18
"1223","VEN",2016,17
"1224","IRQ",2016,17
"1225","GNB",2016,16
"1226","AFG",2016,15
"1227","LBY",2016,14
"1228","YEM",2016,14
"1229","SDN",2016,14
"1230","SYR",2016,13
"1231","PRK",2016,12
"1232","SSD",2016,11
"1233","SOM",2016,10
"1234","NZL",2017,89
"1235","DNK",2017,88
"1236","CHE",2017,85
"1237","NOR",2017,85
"1238","FIN",2017,85
"1239","SWE",2017,84
"1240","SGP",2017,84
"1241","CAN",2017,82
"1242","NLD",2017,82
"1243","LUX",2017,82
"1244","GBR",2017,82
"1245","DEU",2017,81
"1246","HKG",2017,77
"1247","ISL",2017,77
"1248","AUS",2017,77
"1249","USA",2017,75
"1250","AUT",2017,75
"1251","BEL",2017,75
"1252","IRL",2017,74
"1253","JPN",2017,73
"1254","ARE",2017,71
"1255","EST",2017,71
"1256","FRA",2017,70
"1257","URY",2017,70
"1258","BRB",2017,68
"1259","CHL",2017,67
"1260","BTN",2017,67
"1261","BHS",2017,65
"1262","QAT",2017,63
"1263","PRT",2017,63
"1264","TWN",2017,63
"1265","BRN",2017,62
"1266","ISR",2017,62
"1267","SVN",2017,61
"1268","BWA",2017,61
"1269","SYC",2017,60
"1270","POL",2017,60
"1271","LTU",2017,59
"1272","CRI",2017,59
"1273","LVA",2017,58
"1274","VCT",2017,58
"1275","DMA",2017,57
"1276","CYP",2017,57
"1277","CZE",2017,57
"1278","ESP",2017,57
"1279","GEO",2017,56
"1280","MLT",2017,56
"1281","RWA",2017,55
"1282",NA,2017,55
"1283","LCA",2017,55
"1284","KOR",2017,54
"1285","GRD",2017,52
"1286","NAM",2017,51
"1287","MUS",2017,50
"1288","ITA",2017,50
"1289","SVK",2017,50
"1290","SAU",2017,49
"1291","HRV",2017,49
"1292","JOR",2017,48
"1293","GRC",2017,48
"1294","ROM",2017,48
"1295","CUB",2017,47
"1296","MYS",2017,47
"1297","STP",2017,46
"1298","MON",2017,46
"1299","HUN",2017,45
"1300","SEN",2017,45
"1301","JAM",2017,44
"1302","OMN",2017,44
"1303","BLR",2017,44
"1304","ZAF",2017,43
"1305","BGR",2017,43
"1306",NA,2017,43
"1307","LSO",2017,42
"1308","TUN",2017,42
"1309","BFA",2017,42
"1310","CHN",2017,41
"1311","SCG",2017,41
"1312","SUR",2017,41
"1313","TTO",2017,41
"1314","GHA",2017,40
"1315","IND",2017,40
"1316","MAR",2017,40
"1317","TUR",2017,40
"1318","BEN",2017,39
"1319","KWT",2017,39
"1320","SLB",2017,39
"1321","ARG",2017,39
"1322","SWZ",2017,39
"1323","LWI",2017,39
"1324","BIH",2017,38
"1325","TLS",2017,38
"1326","LKA",2017,38
"1327","ALB",2017,38
"1328","GUY",2017,38
"1329","PER",2017,37
"1330","PAN",2017,37
"1331","COL",2017,37
"1332","ZMB",2017,37
"1333","BRA",2017,37
"1334","IDN",2017,37
"1335","THA",2017,37
"1336","CIV",2017,36
"1337","TZA",2017,36
"1338","BHR",2017,36
"1339","MNG",2017,36
"1340","ETH",2017,35
"1341","VNM",2017,35
"1342","MKD",2017,35
"1343","ARM",2017,35
"1344","PHL",2017,34
"1345","NER",2017,33
"1346","DZA",2017,33
"1347","BOL",2017,33
"1348","SLV",2017,33
"1349","MDV",2017,33
"1350","EGY",2017,32
"1351","ECU",2017,32
"1352","TGO",2017,32
"1353","GAB",2017,32
"1354","PAK",2017,32
"1355","MWI",2017,31
"1356","LBR",2017,31
"1357","DJI",2017,31
"1358","MLI",2017,31
"1359","NPL",2017,31
"1360","MDA",2017,31
"1361","AZE",2017,31
"1362","KAZ",2017,31
"1363","IRN",2017,30
"1364","MMR",2017,30
"1365","UKR",2017,30
"1366","GMB",2017,30
"1367","SLE",2017,30
"1368","LAO",2017,29
"1369","KGZ",2017,29
"1370","RUS",2017,29
"1371","PRY",2017,29
"1372","MEX",2017,29
"1373","HND",2017,29
"1374","DOM",2017,29
"1375","PNG",2017,29
"1376","MRT",2017,28
"1377","KEN",2017,28
"1378","LBN",2017,28
"1379","BGD",2017,28
"1380","GTM",2017,28
"1381","NGA",2017,27
"1382","GIN",2017,27
"1383","COM",2017,27
"1384","NIC",2017,26
"1385","UGA",2017,26
"1386","MOZ",2017,25
"1387","CMR",2017,25
"1388","MDG",2017,24
"1389","CAF",2017,23
"1390","ZWE",2017,22
"1391","BDI",2017,22
"1392","HTI",2017,22
"1393","UZB",2017,22
"1394",NA,2017,21
"1395","KHM",2017,21
"1396","COD",2017,21
"1397","TJK",2017,21
"1398","TCD",2017,20
"1399","ERI",2017,20
"1400","TKM",2017,19
"1401","AGO",2017,19
"1402","VEN",2017,18
"1403","IRQ",2017,18
"1404","GNQ",2017,17
"1405","LBY",2017,17
"1406","PRK",2017,17
"1407","GNB",2017,17
"1408","SDN",2017,16
"1409","YEM",2017,16
"1410","AFG",2017,15
"1411","SYR",2017,14
"1412","SSD",2017,12
"1413","SOM",2017,9
